i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-08-05,17.52,17.52,326.166692085821,0.99,1,274.09999999999997,10658,11.620018508
2,2023-08-05,18.5,18.6,91.0142349865074,0.99,1,274.09999999999997,14293,13.842888793
3,2023-08-05,18.19,18.20,150.43524343007473,0.99,1,274.09999999999997,14539,16.253480423
4,2023-08-05,18.34,18.35,18.5981638453286,0.99,1,274.09999999999997,20000,18.242775993
5,2023-08-05,18.46,18.46,56.18218994257563,0.99,3,268.4000000000003,16232,14.151395343
6,2023-08-05,18.57,18.58,133.34352394935132,0.99,1,274.09999999999997,14119,12.697931853
7,2023-08-05,19.9,19.10,243.70265042697173,0.99,1,274.09999999999997,11492,12.713528119
8,2023-08-05,19.22,19.22,357.04491949580006,0.99,1,274.09999999999997,10199,10.270890616
9,2023-08-05,19.34,19.34,144.50749460230853,0.99,1,237.29999999999995,12193,10.426282371
10,2023-08-05,19.46,19.46,45.037362045261595,0.99,1,274.09999999999997,15994,13.608232018
