i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-08-05,18.0,18.1,39.92043637892206,0.99,3,409.10000000000014,15073,18.425141052
2,2023-08-05,18.14,18.14,17.865321983148934,0.99,3,391.2000000000001,18174,25.989686213
3,2023-08-05,18.28,18.28,113.536379691851,0.99,3,351.79999999999995,11691,18.137895617
4,2023-08-05,18.41,18.41,77.49477765951688,0.99,3,409.10000000000014,12263,14.316164764
5,2023-08-05,18.53,18.53,106.89224771473246,0.99,3,406.50000000000017,10313,11.48630768
6,2023-08-05,19.4,19.5,283.35594801426606,0.99,3,409.10000000000014,8169,11.237474277
7,2023-08-05,19.17,19.17,79.86690459282849,0.99,3,409.10000000000014,11849,14.069093458
8,2023-08-05,19.29,19.29,61.50096245838185,0.99,3,409.10000000000014,12407,13.041342441
9,2023-08-05,19.41,19.41,10.59353649016641,0.99,3,400.70000000000016,19824,19.964630901
10,2023-08-05,19.53,19.53,85.68809555271473,0.99,3,375.00000000000006,12056,12.490770191
