i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-08-05,18.0,18.0,114.68321180995035,0.99,4,420.8000000000001,11011,12.753386712
2,2023-08-05,18.13,18.13,224.8753276995107,0.99,4,528.6,7952,10.41729339
3,2023-08-05,18.27,18.27,203.3732154831683,0.99,4,528.6,8821,11.119537463
4,2023-08-05,18.41,18.41,104.7650919852094,0.99,4,451.40000000000003,10054,10.775212494
5,2023-08-05,18.53,18.53,129.38308794453187,0.99,4,520.3000000000002,10763,11.72133302
6,2023-08-05,19.4,19.4,164.67696022648826,0.99,4,496.0000000000001,10012,12.186380385
7,2023-08-05,19.16,19.17,33.31415352130314,0.99,4,528.6,13963,16.748497067
8,2023-08-05,19.29,19.29,91.93357069344181,0.99,4,528.6,11432,11.951831873
9,2023-08-05,19.40,19.41,117.01174554632235,0.99,3,344.40000000000003,10118,10.760460222
10,2023-08-05,19.52,19.52,132.01008870985797,0.99,4,431.4,9849,10.477319025
