i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-08-05,17.54,17.54,440.94433884327833,0.99,6,645.5999999999999,8867,13.405405064
2,2023-08-05,18.7,18.8,183.92709061988052,0.99,6,622.7999999999998,12946,16.397252745
3,2023-08-05,18.21,18.22,256.2620402312284,0.99,6,579.4000000000002,10445,16.208459946
4,2023-08-05,18.36,18.36,909.1797625059075,0.99,7,713.8,7827,9.754860404
5,2023-08-05,18.48,18.48,280.5223885341234,0.99,6,602.3,10732,13.064077988
6,2023-08-05,18.59,18.59,166.3403638651397,0.99,6,661.4000000000001,14006,15.741667158
7,2023-08-05,19.11,19.11,304.0086713346435,0.99,6,625.0,9967,13.403845347
8,2023-08-05,19.24,19.24,174.91283308656173,0.99,6,650.6000000000001,12674,14.417195319
9,2023-08-05,19.35,19.35,130.6899878227591,0.99,7,713.6000000000001,13803,16.415114961
10,2023-08-05,19.48,19.48,423.56937252494134,0.99,5,536.8,9591,11.224392402
