i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-08-05,17.56,17.56,248.65080137432105,0.99,6,589.6000000000001,13021,16.367482825
2,2023-08-05,18.9,18.9,596.1120944464087,0.99,7,599.8000000000001,10160,13.407749368
3,2023-08-05,18.23,18.23,445.39832206391765,0.99,6,560.1000000000001,10122,15.049120138
4,2023-08-05,18.37,18.38,283.3559480142659,0.99,7,659.8000000000002,11629,14.195563536
5,2023-08-05,18.50,18.50,436.5348954548457,0.99,8,718.9000000000001,11469,14.464930098
6,2023-08-05,19.1,19.1,1429.1111357020638,0.99,7,638.0000000000001,7763,9.43652997
7,2023-08-05,19.12,19.13,533.721961984155,0.99,6,601.0,9646,13.039593657
8,2023-08-05,19.25,19.26,561.2277037391481,0.99,6,634.6,9863,11.530494377
9,2023-08-05,19.37,19.37,900.0879648808491,0.99,6,649.1999999999999,7664,9.211058681
10,2023-08-05,19.49,19.49,383.06854803428376,0.99,6,588.5,10395,11.965526493
