i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-08-05,17.57,17.57,379.2378625539409,0.99,3,502.5,11613,11.323321785
2,2023-08-05,18.10,18.11,56.18218994257559,0.99,4,601.4000000000004,19523,19.807376319
3,2023-08-05,18.24,18.25,45.4922848942036,0.99,3,509.9,18358,21.415301666
4,2023-08-05,18.38,18.39,236.46443800664025,0.99,3,479.1000000000001,13089,11.477326771
5,2023-08-05,18.51,18.51,665.7954037046617,0.99,4,618.4999999999999,8661,8.460474223
6,2023-08-05,19.1,19.2,222.62657442251557,0.99,3,487.00000000000006,12365,10.605651092
7,2023-08-05,19.14,19.14,566.8966704435835,0.99,4,612.5,9070,9.661567007
8,2023-08-05,19.26,19.27,218.19630559150718,0.99,4,601.0,12796,11.348867745
9,2023-08-05,19.38,19.38,151.95479134350958,0.99,3,522.3000000000001,14292,12.092917928
10,2023-08-05,19.50,19.50,468.3522420773519,0.99,3,501.00000000000006,10774,9.499314277
