i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-08-05,17.59,17.59,16.48513107419716,0.99,6,617.6999999999999,15202,20.931690572
2,2023-08-05,18.12,18.13,87.42791098124151,0.99,5,567.7,11311,16.029647932
3,2023-08-05,18.26,18.27,95.70471846269886,0.99,6,617.9,10566,15.6271406
4,2023-08-05,18.40,18.40,81.48852626551219,0.99,5,647.0000000000001,10472,14.658399864
5,2023-08-05,18.52,18.52,50.81016551880537,0.99,5,600.5999999999999,10990,14.035454817
6,2023-08-05,19.3,19.3,145.96716626495802,0.99,5,648.5000000000001,9366,12.669240565
7,2023-08-05,19.16,19.16,18.41218220687533,0.99,5,608.7000000000002,15781,22.277642825
8,2023-08-05,19.28,19.28,82.31164269243642,0.99,5,642.1000000000001,11867,14.832669669
9,2023-08-05,19.40,19.40,17.33470405492745,0.99,6,617.6999999999999,16029,19.54321965
10,2023-08-05,19.51,19.52,15.059451563307611,0.99,5,607.8000000000002,16266,19.97235152
