i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-08-05,18.1,18.2,156.60615062316853,0.99,2,423.2,13575,14.189264301
2,2023-08-05,18.15,18.15,111.27700573598301,0.99,2,423.2,12384,13.912644563
3,2023-08-05,18.29,18.30,24.39606688083422,0.99,2,423.2,19324,34.773822543
4,2023-08-05,18.42,18.43,45.49228489420365,0.99,2,423.2,15852,14.837330637
5,2023-08-05,18.54,18.54,46.41596254892728,0.99,2,423.2,13425,12.741736301
6,2023-08-05,19.5,19.6,191.4718452972551,0.99,2,423.2,11537,12.42740493
7,2023-08-05,19.18,19.18,59.67432237240538,0.99,2,423.2,15494,15.508693712
8,2023-08-05,19.30,19.30,105.82332523758494,0.99,2,423.2,11539,10.277349028
9,2023-08-05,19.42,19.42,18.412182206875322,0.99,2,423.2,18826,16.089658585
10,2023-08-05,19.54,19.54,68.69019855440082,0.99,3,422.30000000000007,13010,11.271995178
