i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-08-05,18.0,18.0,114.68321180995045,0.99,4,538.8000000000001,10838,13.5491102
2,2023-08-05,18.13,18.14,46.41596254892729,0.99,5,555.4000000000001,11497,14.906720365
3,2023-08-05,18.27,18.28,134.69042823166814,0.99,4,519.9000000000001,10721,16.476282949
4,2023-08-05,18.41,18.41,111.27700573598297,0.99,4,562.8000000000001,11875,13.739245117
5,2023-08-05,18.53,18.53,209.59850054794285,0.99,4,562.8000000000001,8484,9.969268601
6,2023-08-05,19.4,19.4,294.9793097873331,0.99,4,547.6000000000003,7915,11.807681383
7,2023-08-05,19.17,19.17,193.40590434066164,0.99,4,562.8000000000001,8842,11.863681154
8,2023-08-05,19.29,19.29,151.9547913435098,0.99,4,562.8000000000001,9460,10.778510036
9,2023-08-05,19.41,19.41,137.42518950277338,0.99,4,562.8000000000001,10297,11.655400318
10,2023-08-05,19.53,19.53,41.14240700951154,0.99,5,545.6,13536,14.756971725
