i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-08-05,17.53,17.53,60.885952833797944,0.99,3,296.8000000000002,15320,17.955217158
2,2023-08-05,18.6,18.6,72.23019690019234,0.99,3,306.0999999999997,12997,13.211649536
3,2023-08-05,18.20,18.21,234.09979362657415,0.99,4,440.0000000000001,11380,14.306189261
4,2023-08-05,18.35,18.35,185.7849400200812,0.99,3,330.1999999999997,10354,9.608010113
5,2023-08-05,18.47,18.47,35.74229381675022,0.99,4,400.2000000000008,16257,15.273703133
6,2023-08-05,18.58,18.58,99.63056005479231,0.99,3,296.1000000000008,12364,10.742945957
7,2023-08-05,19.10,19.10,195.35949933400155,0.99,4,388.70000000000147,11520,12.649453734
8,2023-08-05,19.23,19.23,104.76509198520931,0.99,3,308.99999999999966,12261,12.619974369
9,2023-08-05,19.34,19.34,106.89224771473253,0.99,3,306.0999999999996,11185,10.133252803
10,2023-08-05,19.47,19.47,40.73098293941644,0.99,4,401.9000000000001,17145,15.739331903
