i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-08-05,17.57,17.57,133.34352394935135,0.99,1,424.6,14757,13.748194473
2,2023-08-05,18.11,18.11,313.3144230125388,0.99,1,424.6,10619,10.276378177
3,2023-08-05,18.25,18.25,473.0830728054059,0.99,1,424.6,9954,12.835273994
4,2023-08-05,18.39,18.39,292.0295166894595,0.99,1,424.6,11893,10.217198973
5,2023-08-05,18.51,18.51,280.5223885341233,0.99,1,424.6,11402,9.957551283
6,2023-08-05,19.2,19.2,224.87532769951034,0.99,1,424.6,12774,10.778851628
7,2023-08-05,19.14,19.14,406.87904920566245,0.99,1,424.6,10499,10.525915039
8,2023-08-05,19.27,19.27,364.2943776102435,0.99,1,424.6,9828,8.411461275
9,2023-08-05,19.38,19.38,156.60615062316847,0.99,2,413.4000000000001,13535,10.92911413
10,2023-08-05,19.50,19.50,346.44032834185555,0.99,1,424.6,10480,8.935490114
