i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-08-05,17.58,17.58,50.8101655188054,0.99,4,570.0000000000001,16701,16.56433148
2,2023-08-05,18.11,18.11,307.07946599458916,0.99,3,443.4999999999999,11205,12.296738983
3,2023-08-05,18.25,18.26,336.15070414977384,0.99,3,441.50000000000034,11008,13.721642863
4,2023-08-05,18.39,18.39,502.48863250743705,0.99,3,443.9999999999999,9347,8.394012864
5,2023-08-05,18.51,18.51,195.35949933400127,0.99,3,429.80000000000024,11748,10.495924099
6,2023-08-05,19.2,19.2,390.8463912195528,0.99,3,459.69999999999976,9233,7.988814409
7,2023-08-05,19.14,19.15,646.0206144192298,0.99,3,433.1,8520,9.03737052
8,2023-08-05,19.27,19.27,148.93089099577386,0.99,4,513.5,14171,12.535900068
9,2023-08-05,19.38,19.39,533.7219619841549,0.99,3,452.90000000000026,8967,7.936473241
10,2023-08-05,19.50,19.50,523.1008949406701,0.99,3,450.60000000000014,8122,7.468811405
