i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-08-05,17.51,17.51,102.68026665470369,0.99,5,350.1000000000001,12800,15.172582671
2,2023-08-05,18.4,18.5,39.52123201513283,0.99,5,365.20000000000016,15539,17.384164466
3,2023-08-05,18.18,18.19,71.50789493119038,0.99,5,366.40000000000003,12946,16.072406723
4,2023-08-05,18.34,18.34,150.43524343007448,0.99,4,265.7000000000001,10307,10.82032979
5,2023-08-05,18.45,18.46,145.96716626495808,0.99,5,368.4000000000005,11782,11.897223842
6,2023-08-05,18.57,18.57,91.01423498650729,0.99,4,265.70000000000005,12841,12.092862454
7,2023-08-05,19.9,19.9,110.16423567862327,0.99,4,269.1000000000001,10950,12.120514687
8,2023-08-05,19.21,19.22,13.214985341637112,0.99,5,342.6000000000001,20000,22.028987426
9,2023-08-05,19.33,19.33,134.6904282316682,0.99,5,359.0000000000001,11409,11.305408086
10,2023-08-05,19.45,19.45,30.740458411139706,0.99,5,343.3000000000001,16444,16.0344446
