i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-08-05,18.0,18.0,120.5934928783008,0.99,5,566.4,9614,13.672027402
2,2023-08-05,18.13,18.13,182.08781971368157,0.99,7,799.9000000000001,9375,13.59993311
3,2023-08-05,18.27,18.27,126.80836449443566,0.99,5,566.3999999999999,9511,16.608513605
4,2023-08-05,18.41,18.41,114.6832118099504,0.99,6,681.0,10530,13.247897821
5,2023-08-05,18.53,18.53,402.81025871360566,0.99,6,714.6999999999998,7783,10.287825454
6,2023-08-05,19.4,19.4,41.142407009511594,0.99,5,581.5000000000002,12047,16.631238224
7,2023-08-05,19.17,19.17,57.90193532362263,0.99,6,678.7000000000002,12692,17.124392477
8,2023-08-05,19.29,19.29,37.58429840618066,0.99,4,490.2999999999999,13017,15.333852457
9,2023-08-05,19.41,19.41,54.51352271909127,0.99,6,678.9,12975,15.443976246
10,2023-08-05,19.52,19.53,8.239878953625698,0.99,6,726.8,20000,23.222933311
