i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-08-05,17.52,17.52,98.63425445424411,0.99,4,545.6000000000003,14532,17.443713494
2,2023-08-05,18.6,18.6,261.4651976647575,0.99,4,326.1000000000007,10483,10.866395742
3,2023-08-05,18.20,18.20,55.06416436271843,0.99,4,498.69999999999993,15983,17.9029103
4,2023-08-05,18.35,18.35,144.50749460230855,0.99,4,475.5000000000008,12220,11.584789067
5,2023-08-05,18.46,18.47,182.08781971368157,0.99,4,392.50000000000097,11214,10.419158338
6,2023-08-05,18.58,18.58,54.51352271909123,0.99,4,393.3999999999998,15721,14.109072097
7,2023-08-05,19.10,19.10,283.35594801426595,0.99,4,510.50000000000136,10271,10.992013512
8,2023-08-05,19.22,19.23,138.81332273007396,0.99,4,407.9000000000004,14403,14.607826478
9,2023-08-05,19.34,19.34,197.33282761010253,0.99,4,428.49999999999966,12053,10.891594378
10,2023-08-05,19.46,19.46,110.1642356786233,0.99,2,232.39999999999992,13345,10.87361154
