i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-08-05,17.50,17.51,132.01008870985785,0.99,4,367.19999999999965,13737,18.375588523
2,2023-08-05,18.4,18.4,133.3435239493512,0.99,4,359.4000000000001,12660,14.675446293
3,2023-08-05,18.18,18.18,97.64791190970195,0.99,4,363.49999999999994,12081,15.848950073
4,2023-08-05,18.33,18.33,11.480463181350657,0.99,3,353.5000000000001,20000,26.935038117
5,2023-08-05,18.45,18.45,35.03102216979687,0.99,4,364.70000000000016,15382,15.616634059
6,2023-08-05,18.56,18.56,126.80836449443534,0.99,4,375.1000000000001,13022,13.074666515
7,2023-08-05,19.8,19.8,156.60615062316847,0.99,4,366.9999999999998,12622,14.478051503
8,2023-08-05,19.21,19.21,23.671479298406517,0.99,4,394.19999999999993,17746,20.135630164
9,2023-08-05,19.33,19.33,102.68026665470363,0.99,4,359.4000000000001,13536,13.550018754
10,2023-08-05,19.45,19.45,39.92043637892202,0.99,4,369.9000000000001,17466,17.417585863
