i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-27,5.56,6.24,26.17420220118376,0.99,13,1242.4000000000005,15529,1688.89218326
2,2023-10-27,7.51,8.12,44.58698842480896,0.99,13,1250.1,13313,1264.382939144
3,2023-10-27,9.14,9.49,41.97776452352982,0.99,12,1249.4999999999993,12481,2098.633800931
4,2023-10-27,11.10,11.35,53.96838749190032,0.99,12,1215.9999999999995,12039,1537.809758313
5,2023-10-28,6.26,6.43,30.433053827028317,0.99,13,1308.4999999999998,13873,1070.110618601
6,2023-10-28,8.7,8.30,12.317229910038758,0.99,13,1250.6000000000001,19587,1364.954655951
7,2023-10-28,9.57,10.15,39.92043637892209,0.99,13,1300.3999999999999,13659,1073.396047465
8,2023-10-28,11.46,11.57,63.38351627527371,0.99,13,1221.0000000000002,13014,678.545784763
9,2023-10-28,13.10,13.37,45.49228489420366,0.99,12,1259.0,12955,1628.973792054
10,2023-10-28,15.10,15.23,37.96393778402087,0.99,13,1337.6,13683,779.329313154
