i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-27,4.41,5.46,55.064164362718465,0.99,14,1343.5999999999995,12067,3943.921866613
2,2023-10-27,6.27,7.36,78.2775531914312,0.99,14,1369.2999999999997,10702,4103.463245468
3,2023-10-27,8.14,9.36,28.36559490316127,0.99,14,1349.799999999999,15328,4936.505315464
4,2023-10-27,9.58,11.21,15.677195622858802,0.99,14,1360.9999999999993,15704,5024.496643222
5,2023-10-28,5.5,6.21,24.891405857396382,0.99,13,1327.9999999999993,14064,4609.730995951
6,2023-10-28,6.48,7.55,52.89441658081152,0.99,13,1346.1999999999998,11599,4057.055630418
7,2023-10-28,8.33,9.48,43.699707355155304,0.99,14,1321.2999999999995,12402,4505.047075064
8,2023-10-28,10.16,11.20,71.50789493119052,0.99,14,1362.6999999999998,11605,3855.336430608
9,2023-10-28,11.58,12.57,65.98353065746522,0.99,15,1416.8999999999996,10924,3488.11224956
10,2023-10-28,13.41,14.57,30.740458411139713,0.99,14,1361.1000000000001,14303,4530.623918461
