i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-27,4.41,5.45,64.02375381340781,0.99,13,1038.9000000000003,13186,3859.786639871
2,2023-10-27,6.27,7.35,50.30206386361727,0.99,13,1064.1999999999998,13345,4050.990561356
3,2023-10-27,8.14,9.6,124.28487804099629,0.99,13,1038.1,10131,3134.386281337
4,2023-10-27,9.58,10.59,75.19310526825156,0.99,13,1048.2000000000003,12594,3697.525955994
5,2023-10-28,5.4,6.9,53.42870361698134,0.99,14,1052.4,13493,3892.991736242
6,2023-10-28,6.48,7.52,53.42870361698136,0.99,13,1082.6000000000006,13104,3834.277156374
7,2023-10-28,8.33,9.40,43.699707355155155,0.99,13,1074.3999999999994,14298,4033.66164811
8,2023-10-28,10.16,11.25,41.977764523529814,0.99,13,1042.9,14899,4125.865508913
9,2023-10-28,11.58,13.5,40.32367311002226,0.99,14,1090.8000000000004,14717,4020.522631374
10,2023-10-28,13.41,14.47,53.96838749190033,0.99,13,1063.0,13970,3975.552681198
