i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-27,5.33,6.14,74.44117421556903,0.99,10,874.1,14057,2423.12964386
2,2023-10-27,7.29,8.2,88.31102119317322,0.99,11,951.1,13733,1990.098757012
3,2023-10-27,9.12,9.51,36.10332708762649,0.99,11,884.3999999999997,17080,2308.329683501
4,2023-10-27,10.58,11.33,62.12218430139575,0.99,11,929.4000000000001,15005,2064.426306465
5,2023-10-28,6.7,6.36,96.67143279060492,0.99,11,901.8,12406,1741.448551482
6,2023-10-28,7.36,8.14,87.4279109812414,0.99,11,916.8000000000001,13062,2299.028942798
7,2023-10-28,9.31,10.7,45.037362045261524,0.99,11,881.5,15959,2152.917251252
8,2023-10-28,11.16,11.46,118.19368237002254,0.99,11,900.5000000000002,11586,1754.162382648
9,2023-10-28,12.55,13.34,26.174202201183732,0.99,11,914.0999999999999,17259,2293.299721388
10,2023-10-28,14.39,15.10,105.82332523758518,0.99,10,888.5999999999998,12362,1811.981803174
