i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-27,4.41,5.32,103.7174410653573,0.99,5,702.2000000000002,12073,3076.116853429
2,2023-10-27,6.27,7.7,241.26562392270205,0.99,7,755.6999999999998,8672,2397.2050955
3,2023-10-27,8.14,9.5,94.7476712780719,0.99,5,693.5000000000001,12082,3084.989447101
4,2023-10-27,9.58,10.37,191.47184529725507,0.99,5,697.8999999999999,9986,2349.891297485
5,2023-10-28,5.4,5.54,92.86219261963821,0.99,7,744.1,12683,3001.667161585
6,2023-10-28,6.48,7.49,50.81016551880533,0.99,4,621.8,15405,3678.04255334
7,2023-10-28,8.33,9.26,102.6802666547037,0.99,4,618.6000000000003,12515,3166.243807979
8,2023-10-28,10.16,11.8,78.27755319143118,0.99,6,752.5000000000002,12657,3119.602497872
9,2023-10-28,11.58,13.1,42.83008317878766,0.99,6,673.8000000000001,16150,3746.282178375
10,2023-10-28,13.41,14.39,65.32369535089049,0.99,4,671.5000000000002,14152,3471.256246362
