i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-27,5.50,6.26,11.252001964041776,0.99,12,1244.0999999999997,17171,2130.858810576
2,2023-10-27,7.36,8.13,17.686668763317453,0.99,12,1253.6000000000001,15533,2228.219335838
3,2023-10-27,9.36,9.57,35.03102216979692,0.99,12,1218.0000000000002,13264,1224.080214164
4,2023-10-27,11.24,11.39,25.912460179171912,0.99,13,1242.0999999999997,14710,930.394530339
5,2023-10-28,6.23,6.44,35.031022169796934,0.99,13,1329.1000000000004,13673,1253.222702107
6,2023-10-28,7.55,8.26,29.82743605587044,0.99,12,1220.2,14281,1835.825460526
7,2023-10-28,9.48,10.15,17.86532198314892,0.99,13,1281.3000000000004,16350,1632.151470548
8,2023-10-28,11.20,11.51,52.36547241500344,0.99,12,1240.3,9860,1816.108595862
9,2023-10-28,12.57,13.37,30.433053827028278,0.99,12,1208.3999999999999,13769,2412.678641359
10,2023-10-28,14.57,15.22,31.364614234404357,0.99,12,1202.3,14016,1523.072386454
