i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-27,5.40,6.16,60.88595283379797,0.99,8,890.0,15661,2159.205142401
2,2023-10-27,7.20,7.58,79.06823554690014,0.99,7,831.8999999999996,14183,2272.603696184
3,2023-10-27,9.6,9.41,134.69042823166808,0.99,8,842.6999999999997,13181,2095.272765666
4,2023-10-27,10.44,11.24,78.27755319143114,0.99,8,868.2000000000002,14502,2421.939730401
5,2023-10-28,5.55,6.28,140.21547750512528,0.99,7,839.8000000000001,11575,1994.345428797
6,2023-10-28,7.37,8.13,101.65346398815655,0.99,8,873.0000000000002,13523,2150.511372381
7,2023-10-28,9.21,9.52,201.3394833283366,0.99,7,846.8000000000002,10106,1863.639312361
8,2023-10-28,10.51,11.32,99.63056005479224,0.99,7,844.8000000000002,13593,2490.78734099
9,2023-10-28,12.32,13.9,207.5025155424632,0.99,8,855.0999999999999,10764,2235.445372618
10,2023-10-28,14.28,15.7,61.50096245838181,0.99,7,833.5000000000002,15155,2343.14272531
