i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-27,6.1,6.26,29.827436055870432,0.99,15,1469.3000000000004,15093,1509.126884923
2,2023-10-27,7.46,8.13,36.83637086789767,0.99,15,1480.8999999999999,13953,1652.059703353
3,2023-10-27,9.31,9.56,40.73098293941651,0.99,15,1477.6000000000004,11756,1519.745534884
4,2023-10-27,11.0,11.39,28.081938954129633,0.99,16,1490.0000000000002,14518,2315.544161574
5,2023-10-28,6.34,6.47,12.317229910038773,0.99,15,1454.8,16987,773.18402349
6,2023-10-28,8.8,8.30,26.975398512400517,0.99,15,1442.1,14061,1317.311281387
7,2023-10-28,10.9,10.16,48.808042264804044,0.99,16,1502.9999999999993,11647,436.618850164
8,2023-10-28,11.46,11.57,70.08488782205977,0.99,15,1478.8999999999999,10966,702.327654797
9,2023-10-28,13.29,13.41,60.27709330546005,0.99,15,1460.099999999999,10808,701.681157971
10,2023-10-28,14.52,15.20,59.67432237240539,0.99,15,1483.6,12163,1678.409964575
