i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-26,6.50,7.29,107.97196738861852,0.99,6,13686.199999999997,20000,2349.428636846
2,2023-10-26,7.58,8.31,218.1963055915071,0.99,6,13686.599999999999,16357,1996.197948235
3,2023-10-26,9.3,9.31,482.6885754570003,0.99,6,13585.799999999994,14034,1665.174808446
4,2023-10-26,10.8,10.47,113.53637969185071,0.99,6,13709.199999999997,20000,2323.901263718
5,2023-10-26,11.12,11.51,111.27700573598283,0.99,6,13686.599999999997,20000,2342.946121868
6,2023-10-26,12.19,12.54,197.33282761010256,0.99,6,13716.399999999998,17525,2132.47477643
7,2023-10-26,13.23,14.1,145.96716626495777,0.99,5,13686.699999999997,20000,2249.727670954
8,2023-10-26,14.29,14.59,261.465197664757,0.99,6,13705.199999999997,15689,1818.228147819
9,2023-10-26,15.33,16.11,110.16423567862304,0.99,6,13640.999999999996,20000,2299.430607569
10,2023-10-26,16.38,17.14,222.62657442251538,0.99,6,13709.6,17664,2138.307417011
