i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-26,7.32,7.54,61.50096245838182,0.99,11,6354.599999999999,15489,1303.891222829
2,2023-10-26,8.41,9.0,47.35839460149708,0.99,10,6264.1,15289,1164.128808062
3,2023-10-26,9.46,10.4,55.620368043149874,0.99,11,6297.599999999999,13927,1112.24431823
4,2023-10-26,10.54,11.7,132.010088709858,0.99,10,6293.8,11161,811.973010986
5,2023-10-26,11.51,12.15,19.754175228401095,0.99,10,6238.699999999998,18308,1464.75980649
6,2023-10-26,13.2,13.21,35.74229381675017,0.99,10,6241.200000000001,16398,1132.613539239
7,2023-10-26,14.5,14.25,56.18218994257568,0.99,10,6238.700000000002,14621,1203.103167911
8,2023-10-26,15.19,15.31,48.80804226480403,0.99,9,6238.799999999999,14158,730.245533733
9,2023-10-26,16.13,16.35,36.103327087626475,0.99,10,6238.699999999998,16682,1328.624572705
10,2023-10-26,17.20,17.37,109.06259332183716,0.99,10,6238.699999999998,11212,1010.248908168
11,2023-10-27,16.28,16.45,144.5074946023085,0.99,10,6250.400000000004,11079,1055.874328006
12,2023-10-27,17.35,17.54,46.88481065548208,0.99,11,6361.6,15509,1155.459215524
13,2023-10-27,18.37,18.59,41.97776452352973,0.99,11,6300.3,15194,1303.12598143
14,2023-10-27,19.45,20.6,80.673641002857,0.99,11,6296.599999999999,12767,1243.130204732
15,2023-10-27,21.1,21.14,40.3236731100223,0.99,10,6238.699999999999,15884,767.065579307
16,2023-10-27,21.55,22.21,53.42870361698133,0.99,10,6238.700000000001,14134,1514.771128527
