i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-26,6.50,7.25,147.44158208581624,0.99,9,12938.900000000001,16040,2123.310222847
2,2023-10-26,7.58,8.35,126.80836449443555,0.99,9,12956.200000000004,16931,2241.323286601
3,2023-10-26,9.3,9.35,269.4686871415484,0.99,9,12950.300000000001,14176,1901.198247276
4,2023-10-26,10.8,10.43,182.08781971368157,0.99,9,12989.400000000001,15644,2059.751078257
5,2023-10-26,11.12,11.41,310.18127878241324,0.99,9,12947.799999999997,12845,1739.345037724
6,2023-10-26,12.19,12.59,82.31164269243642,0.99,9,12938.9,19029,2411.506331429
7,2023-10-26,13.23,13.59,189.55712684428212,0.99,8,12942.4,15443,2137.734170593
8,2023-10-26,14.29,14.58,339.546165807852,0.99,9,12943.600000000002,12495,1746.92337101
9,2023-10-26,15.33,16.12,98.63425445424421,0.99,8,12964.999999999996,18530,2337.027013729
10,2023-10-26,16.38,17.14,163.03019062422342,0.99,8,12958.899999999994,15957,2143.656095552
11,2023-10-27,15.43,16.21,134.69042823166814,0.99,9,12957.199999999999,17064,2309.100530793
12,2023-10-27,16.51,17.15,743.624435276585,0.99,9,12955.799999999996,10344,1467.391057404
13,2023-10-27,17.57,18.36,120.59349287830072,0.99,8,12959.799999999996,17200,2342.145793841
14,2023-10-27,19.4,19.38,197.33282761010273,0.99,9,12959.9,15031,2083.616765967
15,2023-10-27,20.9,20.48,141.63179545972255,0.99,9,12990.400000000001,17165,2325.527447876
16,2023-10-27,21.16,21.46,379.2378625539403,0.99,8,12976.999999999998,12908,1787.388905715
