i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-26,6.5,7.28,90.10409263664214,0.99,5,82239.19999999998,20000,2298.484960993
2,2023-10-26,7.58,8.35,79.06823554690001,0.99,4,82218.09999999998,20000,2242.897242813
3,2023-10-26,9.3,9.34,463.6687196565778,0.99,5,80732.2,15198,1867.158239386
4,2023-10-26,10.8,10.46,81.48852626551196,0.99,4,82218.09999999998,20000,2281.895690304
5,2023-10-26,11.12,11.51,88.311021193173,0.99,4,82218.09999999998,20000,2310.735614225
6,2023-10-26,12.19,12.55,84.83121459718748,0.99,4,82218.09999999998,20000,2173.969736193
7,2023-10-26,13.23,14.0,95.70471846269872,0.99,4,81720.29999999999,19417,2216.325456179
8,2023-10-26,14.29,15.5,80.6736410028569,0.99,4,82218.09999999998,20000,2141.135889194
9,2023-10-26,15.33,16.11,70.79281598187852,0.99,5,82239.19999999998,20000,2290.785926456
10,2023-10-26,16.38,17.8,187.66155557583963,0.99,4,82218.09999999999,16224,1802.972052203
11,2023-10-27,15.43,16.21,93.80019456529098,0.99,4,82218.09999999998,20000,2290.004802394
12,2023-10-27,16.51,17.28,72.95979484867905,0.99,4,82218.09999999999,20000,2221.59666577
13,2023-10-27,17.57,18.24,454.4417121354123,0.99,4,82245.59999999999,13442,1624.15162412
14,2023-10-27,19.4,19.4,78.27755319143107,0.99,4,82218.09999999998,20000,2164.218416442
15,2023-10-27,20.9,20.44,346.44032834185487,0.99,5,80732.2,15929,2054.780967318
16,2023-10-27,21.16,21.52,92.86219261963808,0.99,4,82245.59999999999,20000,2193.736561375
