i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-26,6.5,7.28,360.65143383414124,0.99,15,4754.0,13609,2297.192246402
2,2023-10-26,7.58,8.27,736.188190923819,0.99,15,4808.8,10339,1752.337685476
3,2023-10-26,9.3,9.41,274.9399930022942,0.99,14,4773.5999999999985,14474,2278.357316263
4,2023-10-26,10.8,10.54,124.2848780409961,0.99,15,4783.399999999999,17652,2767.039281011
5,2023-10-26,11.12,11.46,482.68857545699984,0.99,15,4769.500000000001,12028,2054.820285302
6,2023-10-26,12.19,12.49,652.546075170938,0.99,15,4784.2,10407,1814.105702811
7,2023-10-26,13.23,13.59,533.7219619841549,0.99,15,4756.7,12090,2118.200774766
8,2023-10-26,14.29,14.58,665.7954037046613,0.99,16,4803.9,10138,1750.202392837
9,2023-10-26,15.33,16.19,141.6317954597223,0.99,15,4759.5,18412,2737.400638292
10,2023-10-26,16.38,17.14,492.4891087205388,0.99,15,4762.400000000001,12637,2150.611154931
11,2023-10-27,15.43,16.29,145.96716626495802,0.99,16,4745.999999999997,17289,2786.312779717
12,2023-10-27,16.51,17.32,213.85419911023615,0.99,15,4767.999999999999,15177,2496.111458671
13,2023-10-27,17.57,18.34,459.0320324600121,0.99,14,4787.3,12688,2183.976085239
14,2023-10-27,19.4,19.32,781.9476506139886,0.99,15,4785.599999999999,10108,1711.727338584
15,2023-10-27,20.9,20.41,751.1357932086714,0.99,16,4768.799999999999,10489,1866.899468834
16,2023-10-27,21.16,21.59,153.4896882257672,0.99,15,4772.799999999999,17044,2609.437020541
