i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-26,7.39,7.54,227.14679565607116,0.99,15,5050.299999999999,12283,926.037063324
2,2023-10-26,8.34,8.55,367.97411879822636,0.99,15,5024.999999999999,10530,1247.040721483
3,2023-10-26,9.35,10.1,209.59850054794256,0.99,15,5027.799999999998,12941,1575.446155238
4,2023-10-26,10.5,11.6,357.0449194958004,0.99,14,5046.2,10796,951.645160071
5,2023-10-26,11.45,12.8,326.16669208582124,0.99,14,5068.300000000001,11046,1367.403615357
6,2023-10-26,12.58,13.19,147.44158208581612,0.99,14,5042.599999999999,12963,1227.037300498
7,2023-10-26,13.48,14.14,402.8102587136055,0.99,14,5029.300000000001,9989,1558.924287954
8,2023-10-26,15.5,15.29,140.21547750512525,0.99,14,5039.399999999999,13793,1445.817101826
9,2023-10-26,15.59,16.23,286.2181293073394,0.99,13,5052.500000000001,11172,1418.726588222
10,2023-10-26,17.0,17.26,427.84785103529424,0.99,14,5031.299999999997,10383,1517.750477059
11,2023-10-27,16.14,16.4,261.4651976647574,0.99,14,5028.0999999999985,11972,1574.320686024
12,2023-10-27,17.26,17.54,68.69019855440074,0.99,13,5033.200000000001,18353,1648.35624272
13,2023-10-27,18.31,18.54,336.1507041497738,0.99,15,5032.599999999999,11069,1403.94250681
14,2023-10-27,19.27,20.1,118.19368237002236,0.99,14,5044.299999999999,14812,2010.038688092
15,2023-10-27,20.33,21.4,234.09979362657415,0.99,14,5031.299999999999,13193,1896.424193249
16,2023-10-27,22.5,22.23,185.78494002008114,0.99,14,5039.799999999999,12758,1047.535491919
