i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-26,6.50,7.21,349.9397255978334,0.99,7,15939.9,14916,1871.00593084
2,2023-10-26,7.58,8.21,946.4746397456997,0.99,7,15936.600000000002,9934,1393.973424606
3,2023-10-26,9.3,9.34,394.79433456520474,0.99,6,16029.2,14368,1831.907434625
4,2023-10-26,10.8,10.36,379.23786255394094,0.99,7,16063.900000000001,13415,1691.354160408
5,2023-10-26,11.12,11.34,766.3868923667698,0.99,6,16051.0,10672,1343.267292641
6,2023-10-26,12.19,12.37,1645.027941080968,0.99,7,15971.700000000003,7995,1101.097777983
7,2023-10-26,13.23,13.49,539.1130929132877,0.99,7,15931.099999999999,12809,1553.625273159
8,2023-10-26,14.29,14.56,626.8331561503638,0.99,7,15966.7,11980,1630.773201888
9,2023-10-26,15.33,15.54,937.0098933482444,0.99,7,16042.8,10311,1226.536666903
10,2023-10-26,16.38,17.0,1015.4595296038717,0.99,7,15978.500000000002,10306,1307.951713114
11,2023-10-27,15.43,16.11,394.7943345652046,0.99,6,16018.200000000003,13281,1680.640555351
12,2023-10-27,16.51,17.18,523.1008949406697,0.99,7,15983.9,12328,1624.67283474
13,2023-10-27,17.57,18.19,1057.1140406921663,0.99,7,15936.100000000004,9940,1319.459038777
14,2023-10-27,19.4,19.27,830.5513941122271,0.99,6,16007.500000000002,10767,1416.299602261
15,2023-10-27,20.9,20.35,736.1881909238185,0.99,6,15982.300000000001,10924,1529.395910033
16,2023-10-27,21.16,21.42,743.6244352765849,0.99,7,15933.3,11850,1566.649530914
