i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-26,7.21,7.49,85.68809555271471,0.99,7,14479.900000000003,20000,1700.030047615
2,2023-10-26,8.21,8.53,79.8669045928282,0.99,7,14481.799999999997,20000,1922.374867424
3,2023-10-26,9.34,10.1,143.06241965628502,0.99,9,14263.499999999998,17942,1612.745927659
4,2023-10-26,10.37,11.0,319.67597491331344,0.99,7,14236.699999999999,14930,1431.745623965
5,2023-10-26,11.34,12.4,277.717164648782,0.99,8,14252.499999999996,15779,1751.403184918
6,2023-10-26,12.37,13.12,107.97196738861848,0.99,9,14263.499999999998,20000,2072.849977208
7,2023-10-26,13.49,14.21,94.74767127807172,0.99,8,14242.999999999996,20000,1945.722468726
8,2023-10-26,14.56,15.26,72.23019690019225,0.99,8,14501.3,20000,1804.537496504
9,2023-10-26,15.54,16.17,805.8831871556993,0.99,8,14285.599999999997,11433,1404.830476681
10,2023-10-26,17.0,17.30,126.80836449443535,0.99,7,14260.799999999996,17912,1793.998557942
