i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-26,6.50,7.25,83.98290245121571,0.99,5,18664.199999999993,17025,2095.930918695
2,2023-10-26,7.58,8.27,193.4059043406615,0.99,4,18589.3,14471,1769.881889834
3,2023-10-26,9.3,9.35,112.4010158949324,0.99,5,18626.899999999994,15669,1888.087892476
4,2023-10-26,10.8,10.42,120.59349287830058,0.99,4,18586.1,16558,2014.243239001
5,2023-10-26,11.12,11.47,86.55363187142903,0.99,4,18621.499999999996,17201,2069.404575855
6,2023-10-26,12.19,12.50,104.76509198520907,0.99,4,18586.1,16355,1893.137055919
7,2023-10-26,13.23,13.54,124.28487804099616,0.99,4,18595.899999999994,15341,1882.434993803
8,2023-10-26,14.29,14.58,253.69941982891652,0.99,4,18582.7,13393,1718.140884836
9,2023-10-26,15.33,16.1,197.33282761010256,0.99,4,18586.1,13957,1660.208428624
10,2023-10-26,16.38,17.15,50.81016551880535,0.99,4,18600.799999999996,19728,2237.557765416
11,2023-10-27,15.43,16.18,93.80019456529104,0.99,5,18626.899999999994,16739,2115.000669135
12,2023-10-27,16.51,17.21,145.96716626495785,0.99,4,18582.699999999993,14926,1827.135916723
13,2023-10-27,17.57,18.28,178.46427210137935,0.99,4,18595.899999999998,14568,1844.679227555
14,2023-10-27,19.4,19.35,125.54028084949118,0.99,4,18628.299999999996,15686,1897.789500527
15,2023-10-27,20.9,20.41,168.02056956074728,0.99,4,18582.699999999997,14490,1874.495309725
16,2023-10-27,21.16,21.41,379.23786255394094,0.99,5,18608.8,11502,1535.344056274
