i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-26,7.38,7.55,52.365472415003346,0.99,2,87210.89999999998,20000,1011.093193104
2,2023-10-26,8.45,9.1,72.95979484867898,0.99,2,87210.89999999998,20000,983.249089062
3,2023-10-26,9.50,10.6,58.48680335719445,0.99,2,87210.89999999998,20000,954.822117811
4,2023-10-26,10.41,11.5,33.990565780331735,0.99,2,87210.89999999998,20000,1455.847429419
5,2023-10-26,12.1,12.16,42.40178234699973,0.99,2,87210.89999999998,20000,915.70744092
6,2023-10-26,12.59,13.20,63.38351627527356,0.99,2,87210.89999999998,20000,1247.465142997
7,2023-10-26,14.1,14.24,51.32339951394464,0.99,2,87210.89999999998,20000,1421.171718626
8,2023-10-26,15.8,15.30,55.06416436271821,0.99,2,87210.89999999998,20000,1285.977768427
9,2023-10-26,16.22,16.35,42.40178234699969,0.99,2,87210.89999999998,20000,822.190622329
10,2023-10-26,17.1,17.33,50.81016551880532,0.99,2,87210.89999999998,20000,1925.835301086
11,2023-10-27,16.21,16.45,89.20305171027576,0.99,2,87210.89999999998,20000,1454.757828835
12,2023-10-27,17.35,17.54,59.07757914868117,0.99,2,87210.89999999998,20000,1110.817645588
13,2023-10-27,18.47,19.0,69.38403894383906,0.99,2,87210.89999999998,20000,790.399783433
14,2023-10-27,19.51,20.8,77.49477765951683,0.99,2,87210.89999999998,20000,1020.158208924
15,2023-10-27,20.51,21.11,43.26271028160362,0.99,2,87210.89999999998,20000,1183.690310863
16,2023-10-27,22.2,22.23,48.31996184215593,0.99,2,87210.89999999998,20000,1223.263422224
