i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-26,6.50,7.40,71.50789493119045,0.99,18,4456.299999999999,17894,3033.28998678
2,2023-10-26,7.58,8.39,197.33282761010258,0.99,18,4475.5999999999985,14171,2467.835659807
3,2023-10-26,9.3,9.41,300.9685846212968,0.99,17,4482.4,13087,2282.422128177
4,2023-10-26,10.8,10.51,203.3732154831679,0.99,18,4486.3,14104,2546.072989293
5,2023-10-26,11.12,11.52,258.8505456881095,0.99,18,4490.3,13160,2381.140774639
6,2023-10-26,12.19,12.50,523.10089494067,0.99,18,4462.1,10175,1866.01874393
7,2023-10-26,13.24,13.49,620.5648245888605,0.99,16,4481.5,9009,1516.578991217
8,2023-10-26,14.29,15.5,339.54616580785216,0.99,18,4484.8,12291,2164.4025594
9,2023-10-26,15.33,16.12,246.16429336057774,0.99,17,4468.699999999999,13454,2324.699342462
10,2023-10-26,16.38,17.25,110.16423567862304,0.99,18,4467.9,16129,2798.957515447
11,2023-10-27,15.43,16.19,371.69102908911725,0.99,17,4477.199999999998,11525,2165.073024005
12,2023-10-27,16.51,17.26,383.06854803428365,0.99,17,4482.599999999999,11528,2110.06352104
13,2023-10-27,17.57,18.35,410.9889385915778,0.99,18,4462.099999999999,11545,2239.949658969
14,2023-10-27,19.4,19.44,224.87532769951034,0.99,17,4491.999999999999,13423,2445.562466915
15,2023-10-27,20.9,21.4,59.07757914868134,0.99,18,4456.300000000001,19226,3257.951429452
16,2023-10-27,21.16,21.56,224.8753276995106,0.99,17,4467.3,14008,2434.948479189
