i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-26,6.50,7.16,342.97592505843676,0.99,11,5792.299999999999,9483,1569.675402397
2,2023-10-26,7.58,8.26,261.46519766475757,0.99,11,5791.699999999997,10476,1708.750790478
3,2023-10-26,9.3,9.37,143.06241965628544,0.99,11,5797.4,13109,2041.48933532
4,2023-10-26,10.8,10.37,231.75879569030855,0.99,11,5795.199999999999,11310,1748.056203809
5,2023-10-26,11.12,11.40,304.00867133464345,0.99,11,5794.599999999999,10277,1698.560332025
6,2023-10-26,12.19,12.51,173.16370475569613,0.99,11,5795.2,12531,1921.191121809
7,2023-10-26,13.23,13.53,286.2181293073394,0.99,10,5788.299999999999,10337,1775.554256661
8,2023-10-26,14.29,15.4,124.28487804099625,0.99,11,5791.699999999998,13876,2097.915214758
9,2023-10-26,15.33,16.1,289.1092215225651,0.99,11,5792.299999999998,10484,1650.60074361
10,2023-10-26,16.38,17.1,364.29437761024406,0.99,11,5798.6,9386,1392.146675429
11,2023-10-27,15.43,16.13,248.6508013743211,0.99,11,5795.2,10935,1821.34198691
12,2023-10-27,16.51,17.23,173.16370475569636,0.99,11,5791.699999999999,12554,1966.173254045
13,2023-10-27,17.57,18.28,224.87532769951056,0.99,10,5785.4,11078,1823.233716484
14,2023-10-27,19.4,19.32,294.97930978733297,0.99,11,5801.299999999998,10561,1687.751160448
15,2023-10-27,20.9,20.40,248.6508013743211,0.99,11,5792.299999999999,10862,1817.419834357
16,2023-10-27,21.16,21.49,155.0400891169369,0.99,11,5791.699999999998,12913,2003.486950915
