i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-26,6.5,7.2,721.5380459244338,0.99,16,7533.8,10287,1829.579451128
2,2023-10-26,7.58,8.35,346.4403283418554,0.99,16,7541.299999999998,13619,2266.800604758
3,2023-10-26,9.3,9.41,336.15070414977316,0.99,15,7544.899999999999,14250,2288.330900833
4,2023-10-26,10.8,10.54,148.93089099577384,0.99,15,7542.5,17087,2757.31229661
5,2023-10-26,11.12,11.41,700.1076444224329,0.99,15,7542.700000000001,10190,1734.066007813
6,2023-10-26,12.19,13.0,227.14679565607076,0.99,16,7544.2,15369,2457.401803575
7,2023-10-26,13.24,13.54,700.1076444224337,0.99,16,7540.400000000001,10361,1831.636538161
8,2023-10-26,14.29,15.4,406.87904920566206,0.99,15,7535.500000000001,12440,2079.605663785
9,2023-10-26,15.33,16.13,256.2620402312284,0.99,15,7545.199999999999,15300,2382.525855047
10,2023-10-26,16.38,17.9,550.0592724347389,0.99,15,7535.500000000002,11564,1843.302084096
11,2023-10-27,15.43,16.28,151.95479134350967,0.99,15,7535.500000000003,16874,2705.108439227
12,2023-10-27,16.51,17.25,539.113092913287,0.99,15,7539.5999999999985,11790,2060.417356554
13,2023-10-27,17.57,18.37,294.9793097873322,0.99,17,7549.499999999999,13884,2407.130374128
14,2023-10-27,19.4,19.42,294.9793097873325,0.99,16,7540.499999999997,13669,2316.853385369
15,2023-10-27,20.9,20.44,517.8698859912631,0.99,15,7535.500000000001,11446,2061.568039803
16,2023-10-27,21.16,21.58,183.9270906198803,0.99,16,7533.799999999999,15619,2560.387122019
