i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-26,6.50,7.32,158.1880309324935,0.99,16,4584.200000000002,14656,2517.513879299
2,2023-10-26,7.58,8.47,88.31102119317305,0.99,17,4583.199999999999,17746,2971.430361719
3,2023-10-26,9.3,9.41,280.52238853412325,0.99,17,4589.1,13188,2282.982443641
4,2023-10-26,10.8,10.41,473.08307280540606,0.99,15,4583.5999999999985,10179,1951.780438795
5,2023-10-26,11.12,11.45,432.16954650029686,0.99,16,4612.0,10630,1975.405171432
6,2023-10-26,12.19,13.3,123.0420292605863,0.99,17,4584.199999999999,15990,2668.428562312
7,2023-10-26,13.23,13.59,336.1507041497738,0.99,16,4601.4,11890,2153.892887371
8,2023-10-26,14.29,15.5,307.07946599458904,0.99,15,4578.199999999997,12602,2132.831140306
9,2023-10-26,15.33,16.7,313.3144230125385,0.99,15,4566.899999999999,11923,2009.183588617
10,2023-10-26,16.38,17.19,205.42749038703838,0.99,17,4587.900000000001,14038,2459.498999047
11,2023-10-27,15.43,16.25,193.40590434066152,0.99,17,4609.1,13774,2535.132143712
12,2023-10-27,16.51,17.26,307.0794659945891,0.99,16,4575.299999999998,11639,2102.399296915
13,2023-10-27,17.57,18.52,51.3233995139448,0.99,16,4581.799999999998,20000,3277.857226315
14,2023-10-27,19.4,19.42,292.02951668945985,0.99,16,4583.599999999999,12564,2270.921726042
15,2023-10-27,20.9,20.44,492.4891087205389,0.99,16,4587.0999999999985,10692,2051.141031358
16,2023-10-27,21.16,21.56,180.26694151654468,0.99,19,4620.500000000001,13548,2412.540135819
