i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-06-21,13.57,13.58,41.977764523529814,0.99,3,298.30000000000007,13448,5.1636275
2,2023-06-23,1.32,1.32,48.80804226480399,0.99,3,298.30000000000007,13233,4.9320294
3,2023-06-23,1.36,1.36,117.0117455463224,0.99,3,298.30000000000007,9913,3.7532182
4,2023-06-23,1.41,1.41,50.810165518805356,0.99,3,336.90000000000003,13038,4.7211722
5,2023-06-23,1.45,1.45,44.1411185405609,0.99,3,298.30000000000007,13047,4.8137846
6,2023-06-23,1.49,1.50,32.651201866229236,0.99,3,314.90000000000003,15008,5.4274202
7,2023-06-23,1.54,1.54,164.67696022648846,0.99,3,305.30000000000007,9346,3.5799237
8,2023-06-23,1.58,1.58,39.521232015132775,0.99,3,298.30000000000007,14506,5.2746063
9,2023-06-23,2.2,2.2,41.977764523529814,0.99,3,339.9,14325,5.1273613
10,2023-06-23,2.7,2.7,109.06259332183711,0.99,3,298.3,9957,3.7853068
11,2023-06-23,2.11,2.11,134.69042823166828,0.99,3,298.3,9449,3.5742464
