i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-06-21,13.53,13.53,78.27755319143112,0.99,4,230.79999999999995,10047,5.23066
2,2023-06-23,1.28,1.28,33.99056578033174,0.99,3,217.59999999999994,10964,5.6179483
3,2023-06-23,1.32,1.32,69.3840389438392,0.99,3,190.29999999999998,9912,4.69495
4,2023-06-23,1.37,1.37,33.65066012252846,0.99,3,191.29999999999993,13294,5.9935373
5,2023-06-23,1.41,1.41,81.48852626551218,0.99,3,190.3,9713,4.5165687
6,2023-06-23,1.45,1.45,38.34741190305139,0.99,3,190.29999999999998,12025,5.3804503
7,2023-06-23,1.50,1.50,70.08488782205988,0.99,3,191.09999999999997,10388,4.5491632
8,2023-06-23,1.54,1.54,71.50789493119048,0.99,3,190.3,10018,4.6586341
9,2023-06-23,1.58,1.58,67.3232636031682,0.99,3,190.3,10944,5.0390881
10,2023-06-23,2.3,2.3,66.6500309671366,0.99,3,190.29999999999998,10768,5.0543058
11,2023-06-23,2.7,2.7,70.79281598187848,0.99,3,190.29999999999998,10449,4.9016234
