i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-06-21,13.55,13.55,138.81332273007385,0.99,5,469.00000000000006,11039,6.3755619
2,2023-06-23,1.30,1.30,539.1130929132881,0.99,5,441.3,5967,3.354151
3,2023-06-23,1.34,1.34,118.19368237002254,0.99,5,452.6000000000001,10745,5.9603354
4,2023-06-23,1.39,1.39,171.43206770813927,0.99,5,441.3,10763,5.8494468
5,2023-06-23,1.43,1.43,120.59349287830072,0.99,5,441.3,11518,6.3469221
6,2023-06-23,1.47,1.47,169.71774703105797,0.99,5,460.8,8991,5.2287233
7,2023-06-23,1.52,1.52,125.54028084949115,0.99,5,441.30000000000007,11812,6.3650629
8,2023-06-23,1.56,1.56,468.3522420773524,0.99,5,442.20000000000005,6903,3.6585979
9,2023-06-23,2.0,2.0,132.01008870985788,0.99,5,441.3,11553,6.3065558
10,2023-06-23,2.4,2.4,463.6687196565784,0.99,5,442.2,6241,3.4163617
11,2023-06-23,2.9,2.9,449.89729501405844,0.99,5,441.3,6289,3.4792738
