i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-06-21,13.53,13.54,45.03736204526162,0.99,3,191.3,12140,5.4025822
2,2023-06-23,1.28,1.28,35.7422938167502,0.99,3,191.3,13385,5.6756828
3,2023-06-23,1.33,1.33,32.65120186622915,0.99,3,191.29999999999998,13427,5.5444249
4,2023-06-23,1.37,1.37,33.31415352130309,0.99,3,191.29999999999995,13908,5.6139043
5,2023-06-23,1.41,1.41,86.55363187142906,0.99,3,197.59999999999997,9382,4.1747891
6,2023-06-23,1.46,1.46,43.26271028160367,0.99,3,191.29999999999995,12278,5.0424569
7,2023-06-23,1.50,1.50,56.182189942575675,0.99,3,191.29999999999995,10639,4.3978082
8,2023-06-23,1.54,1.55,49.79904322498118,0.99,3,191.29999999999993,11767,4.6029288
9,2023-06-23,1.59,1.59,61.500962458381835,0.99,3,191.3,10519,4.5262364
10,2023-06-23,2.3,2.3,47.35839460149709,0.99,3,191.3,11638,4.9826633
11,2023-06-23,2.7,2.7,47.358394601497075,0.99,3,191.29999999999995,11834,4.8029724
