i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-06-21,13.56,13.56,264.1062602674319,0.99,2,446.90000000000003,9647,3.7811778
2,2023-06-23,1.31,1.31,512.6911871313512,0.99,3,416.6,7199,2.8755629
3,2023-06-23,1.35,1.35,248.65080137432105,0.99,3,423.4,9818,3.8058875
4,2023-06-23,1.39,1.40,329.4613051371933,0.99,2,409.7000000000001,9377,3.4542061
5,2023-06-23,1.44,1.44,243.70265042697213,0.99,3,428.6,10920,3.9851847
6,2023-06-23,1.48,1.48,386.9379273073573,0.99,3,419.99999999999994,8614,3.2870532
7,2023-06-23,1.52,1.53,251.16242563062715,0.99,3,442.6000000000001,11302,4.1542025
8,2023-06-23,1.57,1.57,326.1666920858216,0.99,3,429.0000000000001,9865,3.6157173
9,2023-06-23,2.1,2.1,410.9889385915784,0.99,4,414.3,8566,3.3285268
10,2023-06-23,2.5,2.5,203.37321548316828,0.99,3,424.8,11568,4.318847
11,2023-06-23,2.10,2.10,124.28487804099629,0.99,3,415.20000000000005,13196,4.7374765
