i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-06-21,13.55,13.56,297.958898775084,0.99,3,495.0,9562,4.3369731
2,2023-06-23,1.30,1.30,133.34352394935144,0.99,3,474.5,12895,5.4617535
3,2023-06-23,1.34,1.35,213.85419911023638,0.99,4,466.50000000000006,10356,4.5198517
4,2023-06-23,1.39,1.39,248.6508013743211,0.99,3,486.40000000000003,9326,3.9867253
5,2023-06-23,1.43,1.43,216.0143425355923,0.99,4,490.09999999999997,11596,4.9356909
6,2023-06-23,1.48,1.48,280.5223885341234,0.99,4,463.3000000000001,9708,4.2574945
7,2023-06-23,1.52,1.52,216.01434253559196,0.99,3,480.7,10336,4.4873957
8,2023-06-23,1.56,1.56,256.2620402312287,0.99,5,488.00000000000006,9623,4.2698536
9,2023-06-23,2.1,2.1,419.33367879969194,0.99,4,468.70000000000005,7544,3.3721131
10,2023-06-23,2.5,2.5,406.8790492056623,0.99,4,510.59999999999997,8293,3.6833157
11,2023-06-23,2.9,2.9,227.14679565607136,0.99,4,489.4999999999999,10725,4.5615164
