i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-06-21,13.55,13.55,209.59850054794282,0.99,5,444.7,9657,5.0899371
2,2023-06-23,1.30,1.30,224.87532769951045,0.99,5,452.90000000000015,8865,4.6055375
3,2023-06-23,1.34,1.34,46.88481065548201,0.99,5,453.0000000000001,13953,7.0557006
4,2023-06-23,1.39,1.39,222.62657442251566,0.99,5,445.70000000000005,9089,4.6223177
5,2023-06-23,1.43,1.43,147.44158208581646,0.99,5,447.2,8822,4.3456744
6,2023-06-23,1.47,1.48,28.652116063799294,0.99,5,447.80000000000007,16105,8.4488829
7,2023-06-23,1.52,1.52,137.42518950277324,0.99,5,460.8000000000002,9595,5.5467993
8,2023-06-23,1.56,1.56,147.44158208581635,0.99,5,447.2000000000001,9791,5.0431672
9,2023-06-23,2.0,2.0,222.62657442251543,0.99,5,444.70000000000005,8970,4.6012582
10,2023-06-23,2.4,2.5,243.70265042697184,0.99,5,451.1000000000001,9367,4.7527219
11,2023-06-23,2.9,2.9,115.84162809085906,0.99,5,461.40000000000003,9166,4.7737885
