i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-06-21,13.56,13.56,82.31164269243648,0.99,5,475.80000000000007,9584,5.8897322
2,2023-06-23,1.31,1.31,55.064164362718465,0.99,4,461.1000000000001,10731,6.9295578
3,2023-06-23,1.35,1.35,89.203051710276,0.99,4,461.10000000000014,8980,5.7622843
4,2023-06-23,1.40,1.40,83.9829024512157,0.99,4,461.1,8545,5.624
5,2023-06-23,1.44,1.44,83.14307342670354,0.99,4,462.5,8979,5.278252
6,2023-06-23,1.48,1.48,91.93357069344168,0.99,5,475.80000000000007,8644,5.0645625
7,2023-06-23,1.53,1.53,83.14307342670362,0.99,5,475.8000000000001,9298,5.4356361
8,2023-06-23,1.57,1.57,89.20305171027594,0.99,4,461.1,8560,5.3838781
9,2023-06-23,2.1,2.1,98.6342544542444,0.99,5,475.80000000000007,8290,4.9357216
10,2023-06-23,2.6,2.6,87.42791098124144,0.99,4,461.1000000000001,8904,5.6206104
11,2023-06-23,2.10,2.10,83.98290245121576,0.99,5,475.8000000000002,9398,5.631751
