i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-11-05,20.59,21.47,222.62657442251526,0.99,27,818.9700000000012,17891,2866.298492908
2,2023-11-06,1.34,3.14,180.2669415165445,0.99,27,813.2000000000011,18952,6036.747098481
3,2023-11-06,6.53,8.31,207.50251554246313,0.99,25,813.0300000000002,17852,5847.899216435
4,2023-11-06,13.14,14.11,168.020569560747,0.99,26,799.3400000000006,19191,3435.519550269
5,2023-11-06,17.40,19.35,241.2656239227024,0.99,27,714.5199999999977,17094,6899.679231183
6,2023-11-07,0.25,1.13,561.2277037391468,0.99,28,830.4800000000007,14048,2888.057576739
7,2023-11-07,4.56,6.48,119.3875579495175,0.99,28,1111.1799999999994,20000,6739.05750059
8,2023-11-07,11.13,12.18,652.5460751709375,0.99,28,1156.0500000000004,13078,3928.594918762
9,2023-11-07,16.41,17.48,550.0592724347383,0.99,27,886.3200000000016,12839,4039.387483571
10,2023-11-07,21.56,23.12,390.84639121955263,0.99,27,1050.38,16928,4576.015962545
