i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-09,7.16,7.18,169.7177470310578,0.99,12,395.67000000000263,15496,135.384858927
2,2023-11-05,16.50,19.14,236.46443800664062,0.99,4,403.0599999999988,14082,8603.39327437
3,2023-11-06,21.49,0.30,130.68998782275935,0.99,11,415.1999999999926,16723,9668.465825883
4,2023-11-06,3.20,5.43,176.67962938036555,0.99,4,341.3800000000001,14413,8616.005021936
5,2023-11-06,8.36,10.49,211.7156571191342,0.99,4,388.0899999999979,13014,7930.372472908
6,2023-11-06,14.12,16.58,48.31996184215591,0.99,4,440.0899999999979,17011,9968.362731845
7,2023-11-06,19.44,22.12,136.0509376077456,0.99,4,440.0899999999979,14716,8863.905250643
8,2023-11-07,1.15,3.42,110.1642356786231,0.99,4,429.1499999999987,15050,8863.362754738
9,2023-11-07,6.50,9.30,123.04202926058625,0.99,4,440.0899999999979,16038,9584.453945412
10,2023-11-07,12.27,15.1,203.37321548316788,0.99,4,425.4299999999976,14829,9265.923631696
11,2023-11-07,17.56,20.32,92.8621926196383,0.99,4,440.0899999999979,15709,9357.022106822
