i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-11-05,19.49,21.26,339.5461658078522,0.99,25,527.3199999999999,13918,5839.877019137
2,2023-11-06,2.20,3.15,222.62657442251512,0.99,25,696.3999999999993,16072,3314.887493455
3,2023-11-06,7.4,8.28,346.44032834185504,0.99,28,812.6100000000021,14195,5036.386178616
4,2023-11-06,12.51,14.0,736.1881909238188,0.99,26,714.2599999999994,11608,4144.105384814
5,2023-11-06,17.46,19.32,251.16242563062687,0.99,25,589.8500000000009,15600,6350.592333138
6,2023-11-07,0.5,1.8,238.85296768347524,0.99,25,733.3800000000012,14273,3777.688756022
7,2023-11-07,5.15,6.46,107.97196738861855,0.99,25,759.71,18504,5496.796331773
8,2023-11-07,11.1,12.20,224.8753276995102,0.99,27,776.2300000000021,15982,4733.806445131
9,2023-11-07,17.8,17.55,220.40030867828995,0.99,27,798.33,15841,2786.167711605
10,2023-11-07,22.20,23.17,105.82332523758498,0.99,27,1003.980000000001,20000,3390.427132559
