i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-06-24,9.20,9.21,130.68998782275943,0.99,4,567.6999999999999,13984,12.3023144
2,2023-06-24,9.35,9.35,27.523108368942477,0.99,4,555.3,20000,17.1000182
3,2023-06-24,9.49,9.49,487.5642176333334,0.99,2,521.2,8505,7.4971921
4,2023-06-24,10.3,10.3,218.19630559150738,0.99,3,559.6000000000003,11566,10.2202559
5,2023-06-24,10.18,10.18,256.26204023122887,0.99,3,565.3000000000001,10958,9.8921654
6,2023-06-24,10.33,10.33,129.38308794453158,0.99,3,558.6999999999999,13823,11.5568536
7,2023-06-24,10.48,10.48,171.43206770813927,0.99,3,526.5999999999999,12947,11.3931453
8,2023-06-24,11.3,11.3,415.1403420116951,0.99,3,536.1,8981,7.9825678
9,2023-06-24,11.18,11.18,258.8505456881099,0.99,4,551.0,11053,10.2385896
10,2023-06-24,11.34,11.34,199.32608849505306,0.99,4,554.0999999999999,12477,11.3614376
11,2023-10-26,2.8,2.19,277.7171646487823,0.99,3,528.8,10767,675.901850405
12,2023-10-26,2.36,2.49,193.40590434066155,0.99,3,509.4000000000001,12246,775.072512892
13,2023-10-26,3.3,3.15,251.16242563062738,0.99,3,533.6,11225,704.911463188
14,2023-10-26,3.32,3.44,243.70265042697218,0.99,4,544.5000000000001,10997,701.033157132
15,2023-10-26,4.0,4.12,266.77400027013294,0.99,4,541.5,11171,701.42230041
16,2023-10-26,4.28,4.41,147.4415820858162,0.99,3,517.0,13447,826.940679321
17,2023-10-26,4.55,5.8,231.75879569030835,0.99,4,554.6999999999998,11891,751.054906918
18,2023-10-26,5.23,5.33,402.8102587136058,0.99,3,552.0000000000001,8293,568.544102704
19,2023-10-26,5.52,6.3,336.1507041497739,0.99,3,539.2,9684,639.64065127
20,2023-10-26,6.21,6.32,197.33282761010256,0.99,3,528.0999999999999,11621,663.485554968
21,2023-10-27,12.54,13.13,27.523108368942463,0.99,3,534.3999999999999,20000,1145.318191776
22,2023-10-27,13.23,13.34,383.0685480342839,0.99,4,559.5999999999999,9701,637.012511291
23,2023-10-27,13.51,14.4,173.16370475569616,0.99,3,520.0,12746,791.390419293
24,2023-10-27,14.19,14.32,150.4352434300746,0.99,4,533.5,12636,783.982667227
25,2023-10-27,14.47,15.0,229.44120773340524,0.99,3,524.2000000000002,11564,760.050087836
26,2023-10-27,15.16,15.26,364.294377610244,0.99,3,552.2000000000002,9654,616.380444592
