i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-06-24,9.17,9.17,264.10626026743194,0.99,9,786.4000000000001,7732,12.7931615
2,2023-06-24,9.31,9.31,246.16429336057803,0.99,9,782.4000000000001,8192,12.644458
3,2023-06-24,9.45,9.46,253.69941982891675,0.99,9,783.0000000000002,7543,11.2658539
4,2023-06-24,10.0,10.0,143.0624196562855,0.99,9,800.2,9866,14.7499195
5,2023-06-24,10.14,10.14,137.42518950277326,0.99,9,784.3000000000001,10144,16.1902376
6,2023-06-24,10.29,10.29,156.6061506231686,0.99,9,783.2000000000002,9474,16.2137307
7,2023-06-24,10.44,10.44,266.7740002701332,0.99,10,807.5000000000001,8343,13.2811196
8,2023-06-24,10.59,11.0,124.28487804099626,0.99,10,819.5000000000001,10247,15.4083839
9,2023-06-24,11.14,11.15,124.28487804099625,0.99,9,781.1000000000001,10782,18.1059041
10,2023-06-24,11.29,11.30,286.2181293073392,0.99,10,808.5000000000002,7873,13.3481743
11,2023-10-26,2.26,2.34,269.4686871415485,0.99,10,805.5999999999999,8516,482.171517498
12,2023-10-26,2.51,3.1,176.67962938036564,0.99,9,784.7000000000003,9414,563.764782281
13,2023-10-26,3.31,3.32,261.46519766475734,0.99,9,790.5000000000001,7375,75.644624377
14,2023-10-26,3.46,3.57,168.0205695607473,0.99,10,800.4000000000001,10183,643.956243714
15,2023-10-26,4.24,4.27,272.1905930722714,0.99,10,793.8,7811,171.956343672
16,2023-10-26,4.48,4.54,224.87532769951056,0.99,10,804.2000000000002,8488,369.678018549
17,2023-10-26,5.19,5.23,258.8505456881098,0.99,10,805.6,8629,245.292539216
18,2023-10-26,5.40,5.50,243.702650426972,0.99,10,814.7000000000002,8947,583.574339033
19,2023-10-26,6.11,6.21,49.79904322498115,0.99,9,787.9,14382,618.024003345
20,2023-10-26,6.35,6.48,49.30105279273135,0.99,9,772.9,14035,797.229092272
