i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-06-24,9.26,9.26,113.53637969185095,0.99,5,519.3,11088,10.4795873
2,2023-06-24,9.40,9.40,126.80836449443566,0.99,5,519.3000000000002,10138,9.9404719
3,2023-06-24,9.55,9.55,98.63425445424441,0.99,4,522.7,10488,10.2252349
4,2023-06-24,10.9,10.10,129.38308794453184,0.99,5,519.2000000000002,9959,10.1075192
5,2023-06-24,10.24,10.24,112.40101589493248,0.99,5,518.6,11485,10.9401307
6,2023-06-24,10.39,10.39,69.38403894383914,0.99,5,519.3000000000001,13092,12.3941802
7,2023-06-24,10.54,10.54,79.86690459282849,0.99,4,515.9,11690,11.5545353
8,2023-06-24,11.9,11.9,82.31164269243652,0.99,5,519.5000000000001,11421,11.558898
9,2023-06-24,11.24,11.24,69.38403894383907,0.99,5,522.3000000000001,12982,13.8075936
10,2023-06-24,11.40,11.40,81.48852626551214,0.99,4,502.60000000000014,11541,11.5224489
11,2023-10-26,2.8,2.21,119.38755794951754,0.99,5,518.3000000000002,10884,752.164856262
12,2023-10-26,2.36,2.48,115.84162809085909,0.99,5,521.1,9676,680.842150252
13,2023-10-26,3.3,3.14,136.05093760774562,0.99,5,523.7,9912,665.51672479
14,2023-10-26,3.32,3.47,68.69019855440084,0.99,5,528.9000000000001,12720,854.414249102
15,2023-10-26,4.0,4.10,118.19368237002251,0.99,4,492.5,9415,624.001665553
16,2023-10-26,4.28,4.42,49.79904322498114,0.99,4,489.8000000000002,12838,853.065350923
17,2023-10-26,4.55,5.8,75.95263158409243,0.99,4,511.50000000000017,11815,763.771430291
18,2023-10-26,5.23,5.36,137.42518950277338,0.99,4,517.1,9780,723.347878343
19,2023-10-26,5.52,6.6,75.19310526825153,0.99,5,521.6000000000001,12510,841.076550877
20,2023-10-26,6.21,6.33,110.16423567862333,0.99,5,517.7,10739,672.461023895
