i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-06-24,9.22,9.23,55.62036804314995,0.99,9,885.0999999999998,10011,17.3522292
2,2023-06-24,9.37,9.37,143.06241965628544,0.99,8,839.4999999999999,6951,12.0317237
3,2023-06-24,9.51,9.51,26.97539851240055,0.99,9,885.0999999999998,12040,21.6230441
4,2023-06-24,10.5,10.6,15.83555113420077,0.99,9,924.6999999999998,15123,27.1618789
5,2023-06-24,10.2,10.2,90.1040926366424,0.99,9,900.4999999999998,9709,17.0795196
6,2023-06-24,10.35,10.35,102.68026665470369,0.99,9,901.0999999999996,9546,16.5615431
7,2023-06-24,10.5,10.5,24.152106212025892,0.99,9,885.0999999999999,12250,22.1520482
8,2023-06-24,11.5,11.6,53.42870361698136,0.99,9,885.6999999999997,11530,20.2123201
9,2023-06-24,11.2,11.21,61.50096245838185,0.99,9,885.6999999999998,9840,19.177477
10,2023-06-24,11.36,11.36,79.06823554690024,0.99,9,893.2999999999998,8459,17.0591659
11,2023-10-26,2.34,2.36,48.808042264804044,0.99,9,922.3999999999999,10810,148.645963758
12,2023-10-26,3.2,3.3,101.65346398815655,0.99,10,946.6999999999997,9318,82.17998537
13,2023-10-26,3.29,3.32,45.49228489420363,0.99,9,885.0999999999998,10626,198.690900899
14,2023-10-26,3.56,4.0,32.001442949091256,0.99,10,948.1999999999999,12791,241.491169059
15,2023-10-26,4.26,4.28,24.642491798822444,0.99,9,885.0999999999998,12609,77.070745037
16,2023-10-26,4.53,4.55,64.67045839738164,0.99,10,946.6999999999998,10972,111.896345411
17,2023-10-26,5.2,5.23,33.650660122528464,0.99,9,885.0999999999998,11151,192.746719036
18,2023-10-26,5.49,5.52,34.680711948098924,0.99,9,890.3999999999997,12964,153.110071125
19,2023-10-26,6.16,6.21,21.1939809507567,0.99,10,946.6999999999997,13675,322.488168663
20,2023-10-26,6.48,6.49,56.182189942575675,0.99,9,885.6999999999996,10544,102.276044446
21,2023-10-27,13.21,13.23,18.786024086190544,0.99,9,885.7,13926,131.82944809
22,2023-10-27,13.49,13.51,89.203051710276,0.99,8,839.4999999999999,8257,127.547390227
23,2023-10-27,14.16,14.19,23.910585149905597,0.99,9,887.2,13896,168.665223212
24,2023-10-27,14.46,14.47,47.35839460149708,0.99,9,935.6999999999999,11779,80.472802288
25,2023-10-27,15.15,15.16,68.00329656885678,0.99,9,890.2999999999997,9973,63.160671511
26,2023-10-27,15.39,15.43,48.808042264804016,0.99,10,946.6999999999998,11359,199.062528895
