i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-06-24,9.21,9.21,241.26562392270228,0.99,4,608.1000000000001,11146,10.1608819
2,2023-06-24,9.35,9.36,207.50251554246313,0.99,5,623.0000000000001,11601,10.6999363
3,2023-06-24,9.49,9.50,253.69941982891658,0.99,4,606.6000000000001,10552,9.9178247
4,2023-06-24,10.4,10.4,137.42518950277324,0.99,4,598.4000000000002,13645,12.7500332
5,2023-06-24,10.19,10.19,360.6514338341418,0.99,5,629.4000000000001,9200,8.9047857
6,2023-06-24,10.33,10.33,277.7171646487823,0.99,4,609.7000000000003,10002,9.7815804
7,2023-06-24,10.48,10.49,23.20041686036823,0.99,4,579.0999999999999,20000,18.664001
8,2023-06-24,11.4,11.4,197.3328276101026,0.99,4,631.3000000000003,10633,10.3274232
9,2023-06-24,11.19,11.19,141.63179545972247,0.99,4,615.6,12497,12.1933743
10,2023-06-24,11.34,11.34,182.08781971368128,0.99,4,610.4,12567,12.1901189
11,2023-10-26,2.21,2.31,166.34036386513984,0.99,3,588.3000000000002,11896,567.151855414
12,2023-10-26,2.46,2.57,213.85419911023638,0.99,4,616.2,11206,609.285910972
13,2023-10-26,3.15,3.29,36.46800715921865,0.99,4,619.3000000000001,18155,806.534056501
14,2023-10-26,3.46,3.54,367.97411879822624,0.99,4,626.1999999999999,9383,454.826308167
15,2023-10-26,4.14,4.24,163.0301906242235,0.99,4,625.3000000000001,12089,576.933061659
16,2023-10-26,4.38,4.51,79.06823554690008,0.99,4,622.0000000000002,15280,785.392461005
17,2023-10-26,5.6,5.16,211.715657119134,0.99,4,580.7,11229,603.295989396
18,2023-10-26,5.38,5.47,336.15070414977384,0.99,4,609.7,10035,532.270994558
19,2023-10-26,6.3,6.14,163.0301906242236,0.99,4,605.9000000000001,12306,693.239403457
20,2023-10-26,6.37,6.45,169.71774703105788,0.99,4,608.3000000000002,12544,522.249870621
21,2023-10-27,13.11,13.19,126.80836449443555,0.99,4,655.1000000000001,13226,530.529073027
22,2023-10-27,13.37,13.46,241.26562392270242,0.99,5,623.8000000000002,10965,566.668592886
23,2023-10-27,14.5,14.16,88.31102119317316,0.99,5,614.5000000000002,15386,658.134394635
24,2023-10-27,14.29,14.41,229.4412077334053,0.99,4,621.2,11262,687.939176362
25,2023-10-27,15.0,15.10,185.7849400200814,0.99,4,600.3000000000002,11947,625.099687539
26,2023-10-27,15.28,15.38,218.19630559150747,0.99,4,618.5,10793,586.528655317
